"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4573","","","","0"
"2002-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4048","","","","0"
"2002-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7787","","","","0"
"2002-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10414","","","","0"
"2002-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4786","","","","0"
"2003-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5523","","","","0"
"2003-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8534","","","","0"
"2003-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11609","","","","0"
"2003-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5031","","","","0"
"2004-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4843","","","","0"
"2004-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8958","","","","0"
"2004-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11848","","","","0"
"2004-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5382","","","","0"
"2005-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5098","","","","0"
"2005-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9292","","","","0"
"2005-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","13537","","","","0"
"2005-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5485","","","","0"
"2006-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5644","","","","0"
"2006-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10045","","","","0"
"2006-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","18670","","","","0"
"2006-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5344","","","","0"
"2007-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5574","","","","0"
"2007-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9647","","","","0"
"2007-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","12568","","","","0"
"2007-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5704","","","","0"
"2008-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5506","","","","0"
"2008-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9798","","","","0"
"2008-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11948","","","","0"
"2008-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5236","","","","0"
"2009-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5630","","","","0"
"2009-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9255","","","","0"
"2009-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","12465","","","","0"
"2009-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5989","","","","0"
"2010-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5704","","","","0"
"2010-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10338","","","","0"
"2010-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","13733","","","","0"
"2010-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6215","","","","0"
"2011-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6018","","","","0"
"2011-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11160","","","","0"
"2011-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","14070","","","","0"
"2011-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6027","","","","0"
"2012-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5984","","","","0"
"2012-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11089","","","","0"
"2012-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","15023","","","","0"
"2012-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5663","","","","0"
"2013-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5622","","","","0"
"2013-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10686","","","","0"
"2013-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","16003","","","","0"
"2013-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5556","","","","0"
"2014-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5388","","","","0"
"2014-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9942","","","","0"
"2014-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","15647","","","","0"
"2014-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6027","","","","0"
"2015-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5431","","","","0"
"2015-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11353","","","","0"
"2015-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","16797","","","","0"
"2015-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5855","","","","0"
"2016-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5951","","","","0"
"2016-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11057","","","","0"
"2016-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","16882","","","","0"
"2016-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5683","","","","0"
"2017-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5782","","","","0"
"2017-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11409","","","","0"
"2017-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","16639","","","","0"
"2017-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5993","","","","0"
"2018-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5423","","","","0"
"2018-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11062","","","","0"
"2018-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","17407","","","","0"
"2018-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6074","","","","0"
"2019-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5128","","","","0"
"2019-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10482","","","","0"
"2019-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","17651","","","","0"
"2019-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6159","","","","0"
"2020-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","17192","","","","0"
"2020-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","13522","","","","0"
"2020-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3354","","","","0"
"2020-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","1761","","","","0"
"2021-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","1354","","","","0"
"2021-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","1787","","","","0"
"2021-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7339","","","","0"
"2021-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3741","","","","0"
"1991-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6299","","","","0"
"1991-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4632","","","","0"
"1992-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4281","","","","0"
"1992-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4529","","","","0"
"1992-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6265","","","","0"
"1992-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4652","","","","0"
"1993-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4287","","","","0"
"1993-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4540","","","","0"
"1993-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5972","","","","0"
"1993-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4830","","","","0"
"1994-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4132","","","","0"
"1994-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4812","","","","0"
"1994-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6487","","","","0"
"1994-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4744","","","","0"
"1995-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","3984","","","","0"
"1995-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4530","","","","0"
"1995-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6587","","","","0"
"1995-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4718","","","","0"
"1996-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","3921","","","","0"
"1996-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4519","","","","0"
"1996-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7792","","","","0"
"1996-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6019","","","","0"
"1997-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5431","","","","0"
"1997-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6322","","","","0"
"1997-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8178","","","","0"
"1997-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6132","","","","0"
"1998-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5310","","","","0"
"1998-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5943","","","","0"
"1998-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8471","","","","0"
"1998-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5944","","","","0"
"1999-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5157","","","","0"
"1999-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5995","","","","0"
"1999-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8196","","","","0"
"1999-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6071","","","","0"
"2000-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5280","","","","0"
"2000-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6017","","","","0"
"2000-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8435","","","","0"
"2000-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6086","","","","0"
"2001-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5243","","","","0"
"2001-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5799","","","","0"
"2001-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","9807","","","","0"
"2001-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7027","","","","0"
"2002-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5171","","","","0"
"2002-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5553","","","","0"
"2002-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8681","","","","0"
"2002-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6591","","","","0"
"2003-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6043","","","","0"
"2003-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6244","","","","0"
"2003-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8044","","","","0"
"2003-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6558","","","","0"
"2004-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6248","","","","0"
"2004-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6710","","","","0"
"2004-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8135","","","","0"
"2004-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6597","","","","0"
"2005-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6193","","","","0"
"2005-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6634","","","","0"
"2005-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8009","","","","0"
"2005-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6451","","","","0"
"2006-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6384","","","","0"
"2006-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6714","","","","0"
"2006-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5377","","","","0"
"2006-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4411","","","","0"
"2007-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4222","","","","0"
"2007-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4513","","","","0"
"2007-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5434","","","","0"
"2007-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4368","","","","0"
"2008-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4232","","","","0"
"2008-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4491","","","","0"
"2008-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5678","","","","0"
"2008-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4531","","","","0"
"2009-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4156","","","","0"
"2009-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4164","","","","0"
"2009-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5276","","","","0"
"2009-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4447","","","","0"
"2010-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4277","","","","0"
"2010-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4524","","","","0"
"2010-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","5305","","","","0"
"2010-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4383","","","","0"
"2011-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4385","","","","0"
"2011-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","4449","","","","0"
"2011-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7861","","","","0"
"2011-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6387","","","","0"
"2012-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6214","","","","0"
"2012-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6201","","","","0"
"2012-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7693","","","","0"
"2012-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6204","","","","0"
"2013-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6399","","","","0"
"2013-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6371","","","","0"
"2013-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7497","","","","0"
"2013-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6341","","","","0"
"2014-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6406","","","","0"
"2014-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6424","","","","0"
"2014-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7741","","","","0"
"2014-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6167","","","","0"
"2015-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6369","","","","0"
"2015-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6388","","","","0"
"2015-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7948","","","","0"
"2015-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6352","","","","0"
"2016-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6302","","","","0"
"2016-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6062","","","","0"
"2016-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8091","","","","0"
"2016-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6360","","","","0"
"2017-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6416","","","","0"
"2017-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6103","","","","0"
"2017-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7853","","","","0"
"2017-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6282","","","","0"
"2018-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6687","","","","0"
"2018-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6472","","","","0"
"2018-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8057","","","","0"
"2018-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6590","","","","0"
"2019-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6651","","","","0"
"2019-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6389","","","","0"
"2019-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","8168","","","","0"
"2019-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","6683","","","","0"
"2020-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","2476","","","","0"
"2020-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","-1754","","","","0"
"2020-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","838","","","","0"
"2020-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","1083","","","","0"
"2021-01","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","1250","","","","0"
"2021-04","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","2224","","","","0"
"2021-07","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","7199","","","","0"
"2021-10","Canada","2016A000011124","Net temporary emigrants","Persons","249","units","0","v29850345","1.4","3965","","","","0"
"1971-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","4311","","","","0"
"1971-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5049","","","","0"
"1972-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1729","","","","0"
"1972-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","2006","","","","0"
"1972-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","4465","","","","0"
"1972-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5225","","","","0"
"1973-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1790","","","","0"
"1973-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","6964","","","","0"
"1973-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","4872","","","","0"
"1973-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5698","","","","0"
"1974-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1954","","","","0"
"1974-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-3129","","","","0"
"1974-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","4773","","","","0"
"1974-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5575","","","","0"
"1975-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1910","","","","0"
"1975-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","6881","","","","0"
"1975-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","5188","","","","0"
"1975-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-6048","","","","0"
"1976-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","2070","","","","0"
"1976-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-4208","","","","0"
"1976-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","5036","","","","0"
"1976-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5867","","","","0"
"1977-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","2009","","","","0"
"1977-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-3180","","","","0"
"1977-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","4940","","","","0"
"1977-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5751","","","","0"
"1978-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1971","","","","0"
"1978-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-4157","","","","0"
"1978-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","4785","","","","0"
"1978-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-5569","","","","0"
"1979-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1913","","","","0"
"1979-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","6861","","","","0"
"1979-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","5197","","","","0"
"1979-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-6041","","","","0"
"1980-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","2075","","","","0"
"1980-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","13755","","","","0"
"1980-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","5966","","","","0"
"1980-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-6927","","","","0"
"1981-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","2377","","","","0"
"1981-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","11877","","","","0"
"1981-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","24834","","","","0"
"1981-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-8807","","","","0"
"1982-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-2403","","","","0"
"1982-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-1327","","","","0"
"1982-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","9199","","","","0"
"1982-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-9196","","","","0"
"1983-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1902","","","","0"
"1983-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1865","","","","0"
"1983-07","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","7668","","","","0"
"1983-10","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","-7066","","","","0"
"1984-01","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","3260","","","","0"
"1984-04","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29850346","1.5","1203","","","","0"
